"id";"name";"year";"elecons";"allowances";"crimes";"urban";"wages";"nonworking";"unemplyshare";"pop";"ecocrimes";"propcrimes";"lifecrimes";"detect"
"042214011000";"Powiat pucki";"2015";896.1;6209;2054;34.59;86.3;58.5;5.9;83080;651;910;39;58
"042214011000";"Powiat pucki";"2016";891.1;5666;1495;34.09;88.1;59.5;5;83752;245;696;44;62.6
"042214011000";"Powiat pucki";"2017";974.9;5578;1580;32.33;87.1;60.9;4.1;84687;411;843;68;67.9
"042214011000";"Powiat pucki";"2018";967.4;5233;1342;31.72;86.8;62;3.7;85726;180;584;44;69
"042214011000";"Powiat pucki";"2019";1034.6;4781;1495;31.31;85;62.9;3.4;86684;204;791;27;68
"042214011000";"Powiat pucki";"2020";1003;4309;1407;29.27;85.8;0;3.8;89493;236;785;43;63.1
"042214011000";"Powiat pucki";"2021";987.4;4401;1805;28.67;86.8;0;3.1;90329;640;1154;35;59.7
"042214011000";"Powiat pucki";"2022";936.9;4296;1744;28.01;87.9;0;3.1;90942;365;880;43;65
"042214015000";"Powiat wejherowski";"2013";788;21853;4229;58.7;82.4;56.8;6.9;205892;679;2312;135;55.6
"042214015000";"Powiat wejherowski";"2014";753.9;19303;3900;58.48;82.5;58.1;6.4;207676;546;2131;91;58.9
"042214015000";"Powiat wejherowski";"2015";691.5;16236;3742;58.29;82.9;59.3;5.4;209407;567;2029;81;51.6
"042214015000";"Powiat wejherowski";"2016";788.4;13706;3380;58.06;82.8;60.7;4.5;211455;482;1800;82;56.3
"042214015000";"Powiat wejherowski";"2017";788.9;11793;3132;57.84;83.1;62.3;3.2;213803;512;1686;99;58.2
"042214015000";"Powiat wejherowski";"2018";784.1;10044;3416;57.72;83.7;63.8;3;215908;627;1805;68;60.6
"042214015000";"Powiat wejherowski";"2019";847.2;8828;3279;57.4;83.1;65;2.6;217846;593;1707;88;59.8
"042214015000";"Powiat wejherowski";"2020";817.7;7976;3432;56.85;83.7;0;3.3;224365;452;1923;76;53.9
"042214015000";"Powiat wejherowski";"2021";809.6;7711;3659;56.52;84.3;0;2.6;225799;727;2106;54;52.4
"042214015000";"Powiat wejherowski";"2022";770.8;8938;5666;56.1;82.9;0;2.5;227406;2312;2215;59;63.9
"042214101000";"Powiat bytowski";"2013";621;6394;1679;35.46;80.8;55.7;14.3;78307;165;714;68;72.4
"042214101000";"Powiat bytowski";"2014";611.7;6321;1228;35.45;82.7;56.7;12.6;78631;139;430;58;73
"042214101000";"Powiat bytowski";"2015";598.6;6160;1191;35.23;83.1;57.9;10.6;78780;133;416;49;75.9
"042214101000";"Powiat bytowski";"2016";605.8;5677;1128;35.09;84;58.8;8.7;78834;117;409;38;78.3
"042214101000";"Powiat bytowski";"2017";636.5;5010;931;34.86;84.3;60.3;6.3;79134;113;323;24;76.1
"042214101000";"Powiat bytowski";"2018";640.1;4382;1369;34.59;87.2;61.7;5.9;79299;114;330;34;86.3
"042214101000";"Powiat bytowski";"2019";714.7;3977;1251;34.43;86.6;62.9;5.6;79198;114;391;42;77.1
"042214101000";"Powiat bytowski";"2020";745.7;3489;1303;34.32;88.8;0;6.1;77409;206;509;27;77.7
"042214101000";"Powiat bytowski";"2021";673.9;3398;1285;34.13;89.5;0;5.8;76987;200;539;26;78.3
"042214101000";"Powiat bytowski";"2022";623.9;3288;1241;33.85;88.9;0;6.1;76715;233;488;29;82.7
"042214108000";"Powiat lęborski";"2013";676.9;11609;1880;59.5;84.9;56;10.9;66130;184;1121;57;47.1
"042214108000";"Powiat lęborski";"2014";649.7;11464;1673;59.28;86.4;57.4;8.7;66256;262;944;40;46.4
"042214108000";"Powiat lęborski";"2015";600.1;10367;1539;59.19;85.6;58.4;7.4;66187;156;949;32;53.2
"042214108000";"Powiat lęborski";"2016";604.6;8746;1315;59.1;86.4;59.7;5.4;66177;112;784;35;50.9
"042214108000";"Powiat lęborski";"2017";679.3;7326;1339;58.96;86.5;61.3;4.1;66333;154;813;55;54.1
"042214108000";"Powiat lęborski";"2018";683.3;6309;1772;58.9;86.9;63.4;4.7;66280;151;829;39;69.2
"042214108000";"Powiat lęborski";"2019";695.5;5481;1261;58.8;86.7;65.2;4.8;66115;155;615;25;64.5
"042214108000";"Powiat lęborski";"2020";778.9;4501;1210;58.81;86.9;0;6.2;64329;153;622;27;60.6
"042214108000";"Powiat lęborski";"2021";714.2;4100;1268;58.53;88.6;0;6.1;64130;189;700;21;55.4
"042214108000";"Powiat lęborski";"2022";696.2;4822;1542;58.31;88.3;0;6.2;63900;472;930;11;58.9
"042214112000";"Powiat słupski";"2013";735.3;9488;2083;20.59;80.7;53.5;11.4;97437;238;1023;62;62.3
"042214112000";"Powiat słupski";"2014";687;8670;1798;20.25;85.1;54.4;10.1;97727;340;1009;56;59
"042214112000";"Powiat słupski";"2015";645.3;7630;1497;20.02;84.3;55.1;7.9;98140;126;691;78;61.7
"042214112000";"Powiat słupski";"2016";648.5;6688;1359;19.8;84.9;57;6.3;98501;126;664;60;62.7
"042214112000";"Powiat słupski";"2017";714;5790;1394;19.6;85.5;58.5;4.3;98737;174;568;40;69.4
"042214112000";"Powiat słupski";"2018";721.7;4845;1552;19.36;85.8;60;3.7;98816;207;619;33;73
"042214112000";"Powiat słupski";"2019";733.3;4448;1519;19.19;84.8;61.6;3.4;98686;185;611;35;70.4
"042214112000";"Powiat słupski";"2020";813.9;3829;1457;18.51;85;0;5.4;96380;137;560;21;71.3
"042214112000";"Powiat słupski";"2021";771.8;3674;1783;18.2;85.1;0;5.6;96326;543;897;30;72.2
"042214112000";"Powiat słupski";"2022";742.3;3964;1577;17.93;83.9;0;4.4;96231;238;711;39;76
"042214163000";"Powiat m. Słupsk";"2013";683.3;13346;2831;100;85.9;57.7;8;93936;845;1865;71;57.3
"042214163000";"Powiat m. Słupsk";"2014";643.4;11510;2524;100;84.5;59.9;7.3;93206;773;1761;55;58
"042214163000";"Powiat m. Słupsk";"2015";627.2;10952;1942;100;83.8;62.6;5.2;92496;335;1202;51;54.1
"042214163000";"Powiat m. Słupsk";"2016";656.1;10237;1887;100;84.4;65;4;91935;364;1118;56;56.3
"042214163000";"Powiat m. Słupsk";"2017";670.9;9263;1713;100;84.8;67.5;3;91465;344;933;42;63.7
"042214163000";"Powiat m. Słupsk";"2018";710.1;7788;1905;100;83.9;70;2.6;91007;288;966;30;63.9
"042214163000";"Powiat m. Słupsk";"2019";733.7;7198;1908;100;82.7;72.5;2.5;90681;359;1006;39;65.1
"042214163000";"Powiat m. Słupsk";"2020";787.7;5315;1738;100;87.7;0;4.4;88060;318;979;43;64.4
"042214163000";"Powiat m. Słupsk";"2021";770.5;6528;1979;100;89.6;0;4.2;87119;405;1139;27;63.6
"042214163000";"Powiat m. Słupsk";"2022";685.2;7032;3063;100;88.1;0;2.7;86365;1269;2093;31;66.6
"042214207000";"Powiat kwidzyński";"2013";603.4;14230;1900;57.01;90.9;54.5;10;83611;243;1120;83;54.8
"042214207000";"Powiat kwidzyński";"2014";568.2;12425;1495;56.85;91.8;55.7;7.4;83627;207;835;60;54.1
"042214207000";"Powiat kwidzyński";"2015";553.3;11101;1362;56.8;90.9;56.9;5.4;83464;276;732;38;50.3
"042214207000";"Powiat kwidzyński";"2016";614.8;9317;1268;56.71;90.7;58.3;5.1;83495;139;670;45;59.4
"042214207000";"Powiat kwidzyński";"2017";621.9;8119;1325;56.65;90.5;59.6;3.9;83423;364;754;42;67.5
"042214207000";"Powiat kwidzyński";"2018";627.5;7039;1286;56.64;90.2;61;3.3;83291;185;560;33;70
"042214207000";"Powiat kwidzyński";"2019";631.8;6399;1170;56.63;88.2;63;3.4;83174;154;526;36;74.9
"042214207000";"Powiat kwidzyński";"2020";661.3;5763;1256;56.7;87.3;0;4.7;81431;242;597;45;72.8
"042214207000";"Powiat kwidzyński";"2021";643.2;5449;1498;56.45;86.7;0;4.3;81024;297;716;26;73.9
"042214207000";"Powiat kwidzyński";"2022";611.9;5688;1354;56.23;87.1;0;3.6;80636;252;678;30;76.5
"042214209000";"Powiat malborski";"2013";625.9;12735;1484;67.35;87.4;55.2;11.9;64371;149;782;70;50.2
"042214209000";"Powiat malborski";"2014";579.9;13039;1187;67.35;84.3;56.4;9.6;64257;132;614;48;53
"042214209000";"Powiat malborski";"2015";601.6;12011;1396;67.34;82.1;57.8;8.6;64311;317;842;64;54
"042214209000";"Powiat malborski";"2016";592.2;11319;1163;67.23;81.5;59.5;7;64011;152;554;63;62.7
"042214209000";"Powiat malborski";"2017";609.4;10464;1006;67.15;81.6;61.2;5.7;63911;146;459;40;60.5
"042214209000";"Powiat malborski";"2018";618.5;9654;1101;67.22;80;63.3;5.6;63748;169;472;48;73.4
"042214209000";"Powiat malborski";"2019";635.3;8755;1159;67.08;81.8;65.2;4.5;63470;170;457;44;69.8
"042214209000";"Powiat malborski";"2020";668;7853;1247;67.63;82.6;0;5.6;61892;176;628;36;67.6
"042214209000";"Powiat malborski";"2021";663.5;7651;1198;67.47;81.2;0;4.1;61403;163;613;26;63
"042214209000";"Powiat malborski";"2022";630.7;8542;1184;67.28;79.6;0;4.1;61012;219;610;33;68.6
"042214213000";"Powiat starogardzki";"2013";777.2;20418;2859;49.17;87.4;56.7;10.3;127279;363;1417;99;62.4
"042214213000";"Powiat starogardzki";"2014";741.8;23118;2589;48.55;86;57.6;8.1;127297;245;1363;67;62.3
"042214213000";"Powiat starogardzki";"2015";674.5;19622;2774;48.57;85.8;58.4;6.1;127289;741;1679;62;55.6
"042214213000";"Powiat starogardzki";"2016";680;17982;2611;48.39;84.9;59.3;4.7;127502;568;1572;62;61.1
"042214213000";"Powiat starogardzki";"2017";681.6;16269;2434;48.18;88.9;60.7;3.2;127868;501;1349;64;63.6
"042214213000";"Powiat starogardzki";"2018";682;14727;2561;47.82;89.4;62.1;3.2;128004;344;1099;82;74.9
"042214213000";"Powiat starogardzki";"2019";725.5;13382;2454;47.65;87.7;63.4;3.1;128186;210;1139;67;71.7
"042214213000";"Powiat starogardzki";"2020";750.5;12638;2245;47.32;90;0;4.5;126031;295;1149;53;72.6
"042214213000";"Powiat starogardzki";"2021";726.9;13305;2211;46.94;93.9;0;3.5;125657;209;1225;51;66.2
"042214213000";"Powiat starogardzki";"2022";686.4;14736;2416;46.61;95.9;0;3.4;125437;389;1300;45;66.7
"042214214000";"Powiat tczewski";"2013";586.4;22915;3093;65.31;93.5;56.9;7.4;115962;498;1463;124;58.8
"042214214000";"Powiat tczewski";"2014";561.5;23856;3028;65.23;94.1;58.4;5.9;116040;629;1830;87;61.7
"042214214000";"Powiat tczewski";"2015";508.2;22073;2803;64.91;92.1;59.5;5.1;115610;977;1933;74;50.8
"042214214000";"Powiat tczewski";"2016";558.1;19976;2222;64.87;92.3;60.8;4.4;115836;373;1211;110;61
"042214214000";"Powiat tczewski";"2017";624.8;18512;2073;64.68;93.7;62.5;4.1;115896;474;1212;88;60.5
"042214214000";"Powiat tczewski";"2018";619;16470;2115;64.6;90.8;63.7;4;115876;228;1031;46;67.7
"042214214000";"Powiat tczewski";"2019";679.1;16047;2328;64.24;90;64.8;3.5;115728;361;1183;61;67.3
"042214214000";"Powiat tczewski";"2020";699.5;14624;2010;63.83;91.1;0;5;112765;284;1155;48;66.4
"042214214000";"Powiat tczewski";"2021";664.6;14018;2223;63.63;90.9;0;3.8;112350;501;1235;46;60.1
"042214214000";"Powiat tczewski";"2022";637.4;15669;2182;63.39;91;0;3.5;111755;487;1314;38;66.9
"042214216000";"Powiat sztumski";"2013";599.2;12344;911;37.46;84.1;53;12;42511;183;405;14;56.8
"042214216000";"Powiat sztumski";"2014";553;11565;749;37.27;86.5;54.1;9.9;42482;134;438;18;63.5
"042214216000";"Powiat sztumski";"2015";561.5;10781;781;37.29;83.3;55.4;6.8;42377;156;388;18;59.7
"042214216000";"Powiat sztumski";"2016";584.9;9694;542;37.14;81.9;56.5;6;42250;50;252;12;63.9
"042214216000";"Powiat sztumski";"2017";594.6;8713;617;37.05;81.9;57.9;4.6;41946;121;288;18;72
"042214216000";"Powiat sztumski";"2018";608.1;6653;575;36.94;82.4;59.2;4.3;41569;58;160;19;78.8
"042214216000";"Powiat sztumski";"2019";627.8;5996;618;36.81;83.1;60.9;3.8;41302;114;204;9;68.9
"042214216000";"Powiat sztumski";"2020";662;5141;611;37.14;85.4;0;4.4;39586;118;269;6;71.9
"042214216000";"Powiat sztumski";"2021";643.3;5485;632;37.04;83.1;0;3.4;39124;61;233;13;75.7
"042214216000";"Powiat sztumski";"2022";605.4;5604;548;36.79;83.5;0;2.8;38678;76;220;10;72.2
"042214361000";"Powiat m. Gdańsk";"2013";898.6;111049;17561;100;117.7;59.5;4.8;461531;5106;12560;281;37.3
"042214361000";"Powiat m. Gdańsk";"2014";889.1;106429;12335;100;120.2;61.6;4.2;461489;2170;8628;226;37.8
"042214361000";"Powiat m. Gdańsk";"2015";827.7;96417;11203;100;120.3;64;3.1;462249;2060;8021;198;31.5
"042214361000";"Powiat m. Gdańsk";"2016";888.4;88751;11155;100;119.3;66.5;2.9;463754;2171;7751;206;36.7
"042214361000";"Powiat m. Gdańsk";"2017";855.8;80494;11622;100;117.3;69;2.5;464254;3202;6701;265;39.7
"042214361000";"Powiat m. Gdańsk";"2018";882.2;73049;10760;100;116.7;71;2.4;466631;1819;6803;279;46.8
"042214361000";"Powiat m. Gdańsk";"2019";816.1;56888;13871;100;118.8;72.4;2.2;470907;4313;9153;236;47.7
"042214361000";"Powiat m. Gdańsk";"2020";863;47886;11834;100;117.5;0;3;486542;2253;7878;218;42.7
"042214361000";"Powiat m. Gdańsk";"2021";815;47011;13979;100;118.1;0;2.5;486271;3470;10079;191;40.6
"042214361000";"Powiat m. Gdańsk";"2022";805.8;48901;15464;100;117.5;0;2;486345;4219;10296;219;41.8
"042214362000";"Powiat m. Gdynia";"2013";901.5;27086;8689;100;110.9;61.6;4.3;248042;2099;5167;192;44.9
"042214362000";"Powiat m. Gdynia";"2014";852.9;30578;7996;100;111.3;63.8;4;247820;2220;5008;108;49.5
"042214362000";"Powiat m. Gdynia";"2015";830.9;25620;6012;100;110;66;3.5;247478;1364;3425;91;42.1
"042214362000";"Powiat m. Gdynia";"2016";761.1;22895;6215;100;111.8;68.2;2.9;246991;1912;3853;90;45.7
"042214362000";"Powiat m. Gdynia";"2017";812.3;21081;5581;100;111.4;70.2;2.2;246306;1526;3273;132;51.3
"042214362000";"Powiat m. Gdynia";"2018";825.7;20420;5883;100;110.6;72;1.9;246309;1747;3508;106;59.7
"042214362000";"Powiat m. Gdynia";"2019";803.6;18581;5549;100;108.5;73.7;1.7;246348;1354;3515;86;59.4
"042214362000";"Powiat m. Gdynia";"2020";864.5;19294;5009;100;105.9;0;2.7;245739;1347;3004;87;51.1
"042214362000";"Powiat m. Gdynia";"2021";809;18493;6520;100;105;0;1.9;244676;2859;3175;61;53.6
"042214362000";"Powiat m. Gdynia";"2022";780.2;22182;5068;100;104.2;0;1.5;242874;1243;3247;82;57.4
"042214364000";"Powiat m. Sopot";"2013";1127.3;3399;2736;100;116.1;65.4;4;37903;553;1636;75;42.6
"042214364000";"Powiat m. Sopot";"2014";1056.4;3144;2390;100;116;67.4;3.4;37654;812;1711;44;36.9
"042214364000";"Powiat m. Sopot";"2015";1074.8;2985;2046;100;116.5;70;2.8;37231;323;1267;28;39.3
"042214364000";"Powiat m. Sopot";"2016";1085.5;2766;2057;100;119;72.9;2.5;36849;471;1171;38;54
"042214364000";"Powiat m. Sopot";"2017";1024.3;2224;1377;100;117.4;75.6;1.9;36533;303;798;47;46.3
"042214364000";"Powiat m. Sopot";"2018";1022.4;1937;1321;100;117.9;79.2;1.7;36046;232;761;31;53.2
"042214364000";"Powiat m. Sopot";"2019";1082.7;1769;1400;100;117;81.4;1.4;35719;257;717;48;63.1
"042214364000";"Powiat m. Sopot";"2020";1128.6;1583;1637;100;118.2;0;2.6;33125;565;1009;24;64
"042214364000";"Powiat m. Sopot";"2021";1054.3;1582;1553;100;122.2;0;1.9;32743;581;1027;19;50.2
"042214364000";"Powiat m. Sopot";"2022";1012.1;2122;1598;100;114.9;0;1.8;32276;392;783;37;58.4
"042217202000";"Powiat chojnicki";"2013";653.5;16022;2463;57.48;75.9;58.7;12.2;96213;358;1355;53;60.5
"042217202000";"Powiat chojnicki";"2014";642.7;15331;2006;57.27;76;59.6;10.5;96345;195;1172;43;65.8
"042217202000";"Powiat chojnicki";"2015";646.8;14274;1492;57.13;75.5;60.6;9;96627;194;805;34;60.7
"042217202000";"Powiat chojnicki";"2016";658.7;12547;1397;56.86;76.3;61.7;7.6;96952;185;777;43;65
"042217202000";"Powiat chojnicki";"2017";683.5;11572;1380;56.61;76.9;63.2;5.8;97251;251;644;26;71.1
"042217202000";"Powiat chojnicki";"2018";705.1;11047;1704;56.43;77.8;64.8;5.4;97551;182;658;41;79.5
"042217202000";"Powiat chojnicki";"2019";711.1;10144;1618;56.23;78.2;66.3;5;97645;222;671;38;77.6
"042217202000";"Powiat chojnicki";"2020";742.9;10520;1708;56.55;79.6;0;5.6;96444;530;868;24;76.4
"042217202000";"Powiat chojnicki";"2021";741.6;10469;1543;56.3;80.1;0;5.4;96340;252;753;30;77.2
"042217202000";"Powiat chojnicki";"2022";712.2;11742;1438;56.09;81;0;5.5;96218;264;721;30;76.7
"042217203000";"Powiat człuchowski";"2013";671.9;11934;1188;44.95;81.8;54.5;13.3;57193;205;488;33;57.1
"042217203000";"Powiat człuchowski";"2014";646.7;12270;1073;44.65;81.6;55.3;11.6;57028;188;556;19;64.1
"042217203000";"Powiat człuchowski";"2015";594;11511;871;44.39;81.5;56.4;10.3;56887;131;393;23;62.5
"042217203000";"Powiat człuchowski";"2016";642;10767;686;44.25;81.1;58.3;8.5;56782;67;259;26;66.9
"042217203000";"Powiat człuchowski";"2017";661.8;9990;561;44.12;81.7;60.5;6.7;56678;57;237;19;66.9
"042217203000";"Powiat człuchowski";"2018";671.3;8771;691;43.93;82.3;62.1;5.4;56370;68;264;27;72.1
"042217203000";"Powiat człuchowski";"2019";656.5;7910;655;43.82;82.8;64.2;5.2;56085;87;228;20;71.4
"042217203000";"Powiat człuchowski";"2020";732.1;6979;714;44.46;82.7;0;6.9;54367;82;274;16;71.4
"042217203000";"Powiat człuchowski";"2021";678.7;6418;745;44.37;83.4;0;6.6;53924;120;322;8;72.3
"042217203000";"Powiat człuchowski";"2022";641.5;6507;735;44.27;83.7;0;5.9;53558;159;332;13;69.5
"042217206000";"Powiat kościerski";"2013";1076.5;10242;1206;33.27;75.3;59.7;9.2;71241;105;602;52;56.9
"042217206000";"Powiat kościerski";"2014";1025.1;9893;1124;33.25;75;60.5;7.8;71394;201;593;26;61.3
"042217206000";"Powiat kościerski";"2015";905.1;9645;1090;33.15;75.1;61.3;6.3;71624;172;625;21;55.6
"042217206000";"Powiat kościerski";"2016";932.3;9143;1008;33.23;76.6;62.3;5.2;71771;179;512;34;59.9
"042217206000";"Powiat kościerski";"2017";779.3;8533;1021;32.93;75.8;63.7;4.2;72311;209;492;43;61.4
"042217206000";"Powiat kościerski";"2018";732.8;7968;940;32.76;77;65;4.2;72528;206;416;26;67.7
"042217206000";"Powiat kościerski";"2019";761;7440;1012;32.66;76.5;66.4;3.9;72688;156;441;29;68.1
"042217206000";"Powiat kościerski";"2020";816.9;6570;1261;32.82;78.4;0;5.1;72361;134;387;32;73.4
"042217206000";"Powiat kościerski";"2021";794;6625;1300;32.56;80.2;0;4.2;72256;356;526;18;70
"042217206000";"Powiat kościerski";"2022";733.5;7043;1295;32.41;81.4;0;4.5;72227;256;588;21;77.5
"042815402000";"Powiat braniewski";"2013";630;9936;1136;53.37;80.2;52.2;17.3;42740;115;505;33;65.2
"042815402000";"Powiat braniewski";"2014";611.5;9457;878;53.28;80.1;52.6;15.1;42469;148;343;43;71.6
"042815402000";"Powiat braniewski";"2015";601.5;8599;803;53.24;78.1;53.2;14.1;42208;117;335;27;63.5
"042815402000";"Powiat braniewski";"2016";659.7;8299;796;53.3;78.1;54.1;13;41954;92;294;44;73.9
"042815402000";"Powiat braniewski";"2017";685.7;7433;799;53.43;78.6;55.4;11.3;41675;115;280;31;73.7
"042815402000";"Powiat braniewski";"2018";685.4;6607;744;53.57;76.8;56.6;10.8;41391;71;255;32;80.3
"042815402000";"Powiat braniewski";"2019";665.4;5841;823;53.69;78.8;58.5;9.9;41034;124;306;25;84.7
"042815402000";"Powiat braniewski";"2020";734.2;4712;962;54.74;80.8;0;10.6;38686;216;374;19;85.2
"042815402000";"Powiat braniewski";"2021";734.5;4106;741;54.96;81.3;0;9.1;38234;131;258;18;80
"042815402000";"Powiat braniewski";"2022";697.3;4259;735;54.88;80.1;0;8.4;37851;165;303;25;77.1
"042815403000";"Powiat działdowski";"2013";625;11315;1501;44.7;76;56.6;15.4;66485;130;756;34;58.1
"042815403000";"Powiat działdowski";"2014";623.8;11832;1129;44.63;76.1;57.5;13.5;66286;168;572;17;65.3
"042815403000";"Powiat działdowski";"2015";594.8;9731;1178;44.48;76.6;57.8;12;66113;214;678;28;63.5
"042815403000";"Powiat działdowski";"2016";612.6;7704;1001;44.46;77;58.8;11.1;66011;130;532;20;64
"042815403000";"Powiat działdowski";"2017";648;6680;956;44.5;76.2;60;9.8;65772;152;447;25;67
"042815403000";"Powiat działdowski";"2018";647.4;6223;995;44.45;76.5;61.2;9;65442;124;429;28;75
"042815403000";"Powiat działdowski";"2019";649.5;5746;1050;44.54;74.9;62.4;8;65139;171;488;15;73.6
"042815403000";"Powiat działdowski";"2020";688.3;5264;1116;44.89;75.1;0;8.5;62861;243;470;11;71.9
"042815403000";"Powiat działdowski";"2021";676.6;4608;1099;44.82;77.6;0;7.2;62296;210;554;13;73.4
"042815403000";"Powiat działdowski";"2022";648.2;4483;1207;44.68;78.6;0;7.7;61917;339;686;14;75.9
"042815404000";"Powiat elbląski";"2013";709.9;12475;1462;29.34;78.2;54.4;16.2;58260;88;768;41;71
"042815404000";"Powiat elbląski";"2014";672.2;11924;1507;29.25;77.7;54.9;14.2;58174;509;999;25;74.1
"042815404000";"Powiat elbląski";"2015";639.7;5253;1037;29.06;77.1;55.9;12.2;58220;121;536;36;69.4
"042815404000";"Powiat elbląski";"2016";681.8;4508;1217;28.96;77.5;57;11.2;58094;404;699;37;67.2
"042815404000";"Powiat elbląski";"2017";683.3;3577;816;29;76.1;58;9.6;57955;101;387;28;62
"042815404000";"Powiat elbląski";"2018";699.6;2962;876;28.99;77.3;59.6;8.8;57549;200;334;34;74.8
"042815404000";"Powiat elbląski";"2019";782;2601;825;29.03;75.7;61;7.3;57211;101;363;16;70
"042815404000";"Powiat elbląski";"2020";753;2091;927;29.33;77.3;0;9.2;55425;134;422;28;67.3
"042815404000";"Powiat elbląski";"2021";784.1;2078;865;29.38;78.2;0;8;54968;108;424;18;58.2
"042815404000";"Powiat elbląski";"2022";713.6;2233;828;29.29;77.6;0;7.5;54615;135;372;13;63.7
"042815407000";"Powiat iławski";"2013";734.4;10430;1989;57.46;76.2;56.3;7.2;93134;193;931;68;57.7
"042815407000";"Powiat iławski";"2014";702.2;9668;1908;57.44;75.6;57.2;5.2;93052;384;1011;37;59
"042815407000";"Powiat iławski";"2015";662.5;8582;1640;57.35;76.4;58.3;4.3;92795;232;810;53;54.3
"042815407000";"Powiat iławski";"2016";740.6;7582;1852;57.36;77.1;59.6;3.5;92791;280;885;47;62
"042815407000";"Powiat iławski";"2017";749.1;6496;1530;57.41;76.3;61.3;2.9;92811;280;652;49;67.3
"042815407000";"Powiat iławski";"2018";749.6;5228;1746;57.48;75.5;62.9;3;93020;308;763;40;74.8
"042815407000";"Powiat iławski";"2019";761.8;4277;1701;57.63;75.1;64.3;2.7;92879;344;751;29;71
"042815407000";"Powiat iławski";"2020";791.9;3862;1767;58.06;76.4;0;3.2;91087;498;942;34;70.5
"042815407000";"Powiat iławski";"2021";790.2;3796;1722;58.05;75.9;0;2.5;90562;308;767;31;71
"042815407000";"Powiat iławski";"2022";760.6;4517;2021;57.94;75.8;0;2.7;90218;602;1110;33;74.3
"042815412000";"Powiat nowomiejski";"2013";818;4650;733;25.39;72.7;59.9;14.1;44265;81;316;25;74.1
"042815412000";"Powiat nowomiejski";"2014";818.4;4310;673;25.24;73.4;60.3;11.3;44291;136;301;17;70.7
"042815412000";"Powiat nowomiejski";"2015";843.7;3695;624;25.05;69.3;60.9;8.5;44321;74;225;12;71.8
"042815412000";"Powiat nowomiejski";"2016";858.2;3101;657;25.1;70.2;61.2;6.1;44166;99;248;22;73.2
"042815412000";"Powiat nowomiejski";"2017";907.4;2737;653;24.93;71.2;61.8;4.9;44104;141;201;16;82.8
"042815412000";"Powiat nowomiejski";"2018";961;2274;660;24.83;71.1;62.8;4.8;43997;101;214;16;86
"042815412000";"Powiat nowomiejski";"2019";893.5;2011;755;24.76;72;63.8;4.6;43822;168;257;10;86.2
"042815412000";"Powiat nowomiejski";"2020";941.6;1817;729;24.57;71.9;0;5.7;42816;141;273;11;88.3
"042815412000";"Powiat nowomiejski";"2021";960.6;1743;678;24.41;72.4;0;6.1;42473;139;287;9;86.6
"042815412000";"Powiat nowomiejski";"2022";896.5;1922;677;24.2;69.6;0;6.7;42209;154;266;10;86.5
"042815415000";"Powiat ostródzki";"2013";713.5;14432;2370;50.04;77.5;55.8;13.3;106727;198;1270;98;58.5
"042815415000";"Powiat ostródzki";"2014";658.7;13620;2101;49.92;78;56.6;10.9;106442;222;1052;80;58.9
"042815415000";"Powiat ostródzki";"2015";645.3;12326;2038;49.7;76.5;57.8;8.8;106023;196;1023;78;56.5
"042815415000";"Powiat ostródzki";"2016";693.4;10682;1921;49.55;79.1;59.3;8.2;105607;190;903;82;58.4
"042815415000";"Powiat ostródzki";"2017";699.2;9363;1811;49.65;81.3;60.8;6.8;105318;208;881;71;60.1
"042815415000";"Powiat ostródzki";"2018";703;7818;1755;49.47;81.2;62.2;6.4;104780;202;702;59;65.4
"042815415000";"Powiat ostródzki";"2019";730.5;7024;1847;49.5;80.3;64;5.6;104151;218;764;55;67.6
"042815415000";"Powiat ostródzki";"2020";730.9;6448;1732;49.77;80.4;0;6.2;101397;262;833;42;64.5
"042815415000";"Powiat ostródzki";"2021";744.9;5814;2048;49.6;80.8;0;5.2;100597;330;885;59;68.5
"042815415000";"Powiat ostródzki";"2022";718.6;6126;1992;49.44;80.6;0;5;99744;326;977;42;67.7
"042815461000";"Powiat m. Elbląg";"2013";562.2;67648;3582;100;90;55.3;10;122899;392;2400;100;62.2
"042815461000";"Powiat m. Elbląg";"2014";534.9;57592;3399;100;90.4;57.1;8.5;122368;387;2197;60;65
"042815461000";"Powiat m. Elbląg";"2015";525.3;54216;3183;100;88.8;58.8;7.1;121642;436;2084;84;61.6
"042815461000";"Powiat m. Elbląg";"2016";585.2;26840;2876;100;88.7;61;6.4;121191;399;1868;60;62.3
"042815461000";"Powiat m. Elbląg";"2017";589.7;24869;2833;100;89.3;63.3;5.2;120895;731;1825;72;59.9
"042815461000";"Powiat m. Elbląg";"2018";605.9;23069;2711;100;88.7;65.4;4.6;120142;389;1476;41;68
"042815461000";"Powiat m. Elbląg";"2019";560.4;21015;2802;100;87.1;67.7;3.2;119317;490;1447;59;67.4
"042815461000";"Powiat m. Elbląg";"2020";642;18480;3124;100;89.7;0;4.7;115575;393;1932;48;63.3
"042815461000";"Powiat m. Elbląg";"2021";635.3;17865;2900;100;90.4;0;3.9;114401;539;1735;58;61.3
"042815461000";"Powiat m. Elbląg";"2022";602.5;19788;2884;100;88;0;4;113567;501;1812;38;61.4
"042815505000";"Powiat ełcki";"2013";659.5;13799;1931;66.82;79.6;53.9;14.1;89477;153;860;77;69.3
"042815505000";"Powiat ełcki";"2014";677.5;12361;1784;66.87;79;54.8;12;89883;208;858;50;63.7
