"id";"name";"year";"elecons";"allowances";"evictions";"crimes";"urban";"wages";"nonworking";"unemplyshare";"pop";"ecocrimes";"propcrimes";"lifecrimes"
"040410705000";"Powiat golubsko-dobrzyński";"16";810.2;14652;NA;699;37.7;85.7;58.9;8.8;45250;141;234;8
"040410705000";"Powiat golubsko-dobrzyński";"17";827.1;7886;NA;746;37.58;86.7;59.8;7.1;45289;159;295;6
"040410705000";"Powiat golubsko-dobrzyński";"18";832.2;7495;NA;612;37.16;89.2;60.8;6.7;45140;148;245;6
"040410705000";"Powiat golubsko-dobrzyński";"19";838.8;9830;NA;664;37.07;87.3;62.2;6.7;45018;194;385;7
"040410705000";"Powiat golubsko-dobrzyński";"20";857.2;9715;1;715;36;90.1;0;8.4;44175;262;409;7
"040410705000";"Powiat golubsko-dobrzyński";"21";881.5;9303;NA;745;35.71;87.9;0;7.4;43784;176;392;5
"040410705000";"Powiat golubsko-dobrzyński";"22";828.3;9599;0;859;35.63;89.7;0;7;43547;216;333;6
"040410706000";"Powiat grudziądzki";"02";600.4;NA;NA;NA;NA;74.5;66.9;NA;38406;NA;NA;NA
"040410706000";"Powiat grudziądzki";"03";660.7;NA;NA;NA;NA;73.4;64.3;23.6;38333;NA;NA;NA
"040410706000";"Powiat grudziądzki";"04";667.2;16074;NA;NA;NA;74.9;61.7;22.2;38400;NA;NA;NA
"040410706000";"Powiat grudziądzki";"05";820.8;14817;NA;NA;13.64;77.8;59.2;21.1;38420;NA;NA;NA
"040410706000";"Powiat grudziądzki";"06";852.9;13467;NA;NA;13.53;75.2;58.5;17.8;38427;NA;NA;NA
"040410706000";"Powiat grudziądzki";"07";890.3;12127;NA;NA;13.49;74.2;57.6;14.3;38559;NA;NA;NA
"040410706000";"Powiat grudziądzki";"08";890.2;10021;NA;NA;13.41;74.8;57.1;13.2;38698;NA;NA;NA
"040410706000";"Powiat grudziądzki";"09";897.7;7812;NA;NA;13.37;74.9;56.1;14.5;38708;NA;NA;NA
"040410706000";"Powiat grudziądzki";"10";899;7194;NA;NA;13.39;76.7;56.4;14.8;40163;NA;NA;NA
"040410706000";"Powiat grudziądzki";"11";866.6;6804;NA;NA;13.26;78.4;56.4;15.4;40216;NA;NA;NA
"040410706000";"Powiat grudziądzki";"12";886.3;6874;NA;NA;13.22;80.5;56.3;15.8;40219;NA;NA;NA
"040410706000";"Powiat grudziądzki";"13";832.6;6698;NA;486;13.13;80.9;56.7;15.1;40135;15;217;23
"040410706000";"Powiat grudziądzki";"14";833.2;6545;NA;456;13.14;82.6;57.2;11.6;40207;64;223;12
"040410706000";"Powiat grudziądzki";"15";917.6;5520;NA;365;13.08;82;57.9;9.4;40346;29;138;10
"040410706000";"Powiat grudziądzki";"16";920.3;5128;NA;361;12.92;83.1;58.2;9.4;40364;38;149;6
"040410706000";"Powiat grudziądzki";"17";860.3;4698;NA;337;12.81;82.8;59;8;40368;27;116;5
"040410706000";"Powiat grudziądzki";"18";868.8;4151;NA;312;12.82;81.7;59.8;7.6;40271;28;111;4
"040410706000";"Powiat grudziądzki";"19";850.7;3611;NA;357;12.45;82.9;60.8;6.2;40238;88;160;7
"040410706000";"Powiat grudziądzki";"20";925.3;3302;1;326;12.68;84.7;0;8;39335;20;122;8
"040410706000";"Powiat grudziądzki";"21";941.1;3224;NA;341;12.63;83.5;0;7.9;39269;56;136;6
"040410706000";"Powiat grudziądzki";"22";852.4;3464;0;375;12.43;82.4;0;7.1;39162;66;169;6
"040410712000";"Powiat rypiński";"02";477.9;NA;NA;NA;NA;73.9;69.4;NA;44597;NA;NA;NA
"040410712000";"Powiat rypiński";"03";445.1;NA;NA;NA;NA;75.7;67.3;22.8;44453;NA;NA;NA
"040410712000";"Powiat rypiński";"04";438.3;21186;NA;NA;NA;76;65.3;21.1;44456;NA;NA;NA
"040410712000";"Powiat rypiński";"05";683;19191;NA;NA;37.37;74.4;63.7;20.5;44398;NA;NA;NA
"040410712000";"Powiat rypiński";"06";718.4;16986;NA;NA;37.34;76.5;62.8;16.7;44264;NA;NA;NA
"040410712000";"Powiat rypiński";"07";749.5;13211;NA;NA;37.56;74.8;61.9;13;44143;NA;NA;NA
"040410712000";"Powiat rypiński";"08";743.7;10468;NA;NA;37.42;75.2;61;9.9;44069;NA;NA;NA
"040410712000";"Powiat rypiński";"09";751.1;8556;NA;NA;37.74;74.9;60;13.4;43902;NA;NA;NA
"040410712000";"Powiat rypiński";"10";746;8218;NA;NA;37.67;77;58.8;11.9;44946;NA;NA;NA
"040410712000";"Powiat rypiński";"11";743.7;8573;NA;NA;37.6;75.7;58.9;11.4;44873;NA;NA;NA
"040410712000";"Powiat rypiński";"12";757.5;8764;NA;NA;37.62;77.3;59.1;12.4;44811;NA;NA;NA
"040410712000";"Powiat rypiński";"13";707.7;7583;NA;879;37.64;76.9;59.1;13;44723;203;262;17
"040410712000";"Powiat rypiński";"14";708.4;8516;NA;632;37.49;77.2;59.8;11.1;44652;125;209;12
"040410712000";"Powiat rypiński";"15";711.8;7836;NA;560;37.47;75.5;60.4;9.6;44384;80;222;11
"040410712000";"Powiat rypiński";"16";714.1;6978;NA;803;37.24;76.3;61.5;8.6;44219;241;411;20
"040410712000";"Powiat rypiński";"17";761.2;6326;NA;672;37.43;76.5;62.9;7.3;44029;153;333;13
"040410712000";"Powiat rypiński";"18";734.8;5547;NA;500;37.32;77.4;64;7.1;43826;72;180;15
"040410712000";"Powiat rypiński";"19";752.9;5043;NA;735;37.09;76.8;65.5;6.1;43486;198;309;10
"040410712000";"Powiat rypiński";"20";786.5;4542;1;653;37.71;76.4;0;6.9;42089;102;280;10
"040410712000";"Powiat rypiński";"21";830.1;4407;NA;569;37.66;77.8;0;5.9;41686;134;226;17
"040410712000";"Powiat rypiński";"22";781.1;4778;0;596;37.47;76.7;0;5.4;41404;124;241;13
"040410717000";"Powiat wąbrzeski";"02";633.9;NA;NA;NA;NA;82.7;66.2;NA;34987;NA;NA;NA
"040410717000";"Powiat wąbrzeski";"03";676.4;NA;NA;NA;NA;78.2;64.2;21.2;35115;NA;NA;NA
"040410717000";"Powiat wąbrzeski";"04";662.1;15407;NA;NA;NA;79.8;62.5;20.1;35076;NA;NA;NA
"040410717000";"Powiat wąbrzeski";"05";816.6;15547;NA;NA;39.57;79;60.4;18.9;34957;NA;NA;NA
"040410717000";"Powiat wąbrzeski";"06";846.2;15458;NA;NA;39.72;78.6;59.4;16;34869;NA;NA;NA
"040410717000";"Powiat wąbrzeski";"07";866.9;12565;NA;NA;39.82;76.5;58.5;11.5;34763;NA;NA;NA
"040410717000";"Powiat wąbrzeski";"08";838.2;12334;NA;NA;39.75;75.5;58.4;10.2;34670;NA;NA;NA
"040410717000";"Powiat wąbrzeski";"09";837.6;10376;NA;NA;39.94;77.9;57.5;12;34777;NA;NA;NA
"040410717000";"Powiat wąbrzeski";"10";847.7;9447;NA;NA;40.38;77.5;57.3;12.6;35302;NA;NA;NA
"040410717000";"Powiat wąbrzeski";"11";820.1;9312;NA;NA;40.23;78.9;57.5;13.1;35286;NA;NA;NA
"040410717000";"Powiat wąbrzeski";"12";820.8;9515;NA;NA;40.06;80.4;57.4;13.9;35229;NA;NA;NA
"040410717000";"Powiat wąbrzeski";"13";758.7;9068;NA;799;40.08;80.8;57.4;14.2;35034;65;304;7
"040410717000";"Powiat wąbrzeski";"14";763.4;8979;NA;517;39.95;80;57.9;12.4;34857;68;209;8
"040410717000";"Powiat wąbrzeski";"15";706.5;7975;NA;458;39.85;80.4;58.4;11;34844;56;210;6
"040410717000";"Powiat wąbrzeski";"16";783;7683;NA;399;39.72;81.1;59.9;10.2;34752;57;159;7
"040410717000";"Powiat wąbrzeski";"17";826;7021;NA;372;39.72;82.6;61.3;8.4;34612;103;188;2
"040410717000";"Powiat wąbrzeski";"18";819.7;6304;NA;357;39.53;81.4;62.6;7.4;34413;35;137;4
"040410717000";"Powiat wąbrzeski";"19";805.8;5553;NA;456;39.53;83.7;63.4;7.2;34194;118;143;6
"040410717000";"Powiat wąbrzeski";"20";826;5213;0;351;40.17;85.3;0;8.9;33220;37;148;7
"040410717000";"Powiat wąbrzeski";"21";845.5;4895;NA;391;40.03;84.8;0;7.6;33029;111;165;6
"040410717000";"Powiat wąbrzeski";"22";772.4;4631;0;3091;39.84;84.3;0;7.7;32756;2809;152;3
"040410762000";"Powiat m. Grudziądz";"02";532.7;NA;NA;NA;NA;80.9;58.1;NA;100189;NA;NA;NA
"040410762000";"Powiat m. Grudziądz";"03";561.7;NA;NA;NA;NA;79.6;56.7;20.1;100024;NA;NA;NA
"040410762000";"Powiat m. Grudziądz";"04";563.7;79204;NA;NA;NA;78.7;55.6;18.2;99827;NA;NA;NA
"040410762000";"Powiat m. Grudziądz";"05";556.6;76791;NA;NA;100;75.4;54.5;17.1;99578;NA;NA;NA
"040410762000";"Powiat m. Grudziądz";"06";580.4;72392;NA;NA;100;76.4;54.1;14.3;99244;NA;NA;NA
"040410762000";"Powiat m. Grudziądz";"07";594.9;63407;NA;NA;100;77.1;54;11.2;99090;NA;NA;NA
"040410762000";"Powiat m. Grudziądz";"08";598.6;50883;NA;NA;100;77.7;54.1;10.7;99134;NA;NA;NA
"040410762000";"Powiat m. Grudziądz";"09";608.4;46590;NA;NA;100;77;54.2;12.7;99074;NA;NA;NA
"040410762000";"Powiat m. Grudziądz";"10";622.5;45991;NA;NA;100;76.9;54.6;12.8;98869;NA;NA;NA
"040410762000";"Powiat m. Grudziądz";"11";602.9;44682;NA;NA;100;76;55.5;12.9;98438;NA;NA;NA
"040410762000";"Powiat m. Grudziądz";"12";604;43964;NA;NA;100;77.1;56.9;13.4;97971;NA;NA;NA
"040410762000";"Powiat m. Grudziądz";"13";563.1;44496;NA;2538;100;77.9;58.9;12.2;97676;291;1581;81
"040410762000";"Powiat m. Grudziądz";"14";576.6;42984;NA;2120;100;79.8;60.7;9.7;97176;268;1460;43
"040410762000";"Powiat m. Grudziądz";"15";594;38123;NA;1825;100;77.4;62.5;8.3;96319;288;1252;38
"040410762000";"Powiat m. Grudziądz";"16";605.4;34690;NA;1741;100;77.5;64.9;7.8;95964;257;1085;39
"040410762000";"Powiat m. Grudziądz";"17";622.6;32989;NA;2431;100;77.6;67.4;6.5;95629;1070;1661;42
"040410762000";"Powiat m. Grudziądz";"18";610.7;29969;NA;1808;100;77.4;69.4;5.8;95045;286;1049;40
"040410762000";"Powiat m. Grudziądz";"19";573.9;26510;NA;1717;100;76.7;71.8;5.2;94368;307;992;26
"040410762000";"Powiat m. Grudziądz";"20";716;22707;26;2033;100;79.9;0;7.4;91289;336;1319;41
"040410762000";"Powiat m. Grudziądz";"21";611.3;21071;NA;2004;100;80.4;0;7.2;90275;620;1400;41
"040410762000";"Powiat m. Grudziądz";"22";590.7;22305;18;2095;100;79;0;6.3;89450;453;1435;52
"040410801000";"Powiat aleksandrowski";"02";628.1;NA;NA;NA;NA;74.4;64;NA;55280;NA;NA;NA
"040410801000";"Powiat aleksandrowski";"03";678.2;NA;NA;NA;NA;74.2;62.1;19.1;55325;NA;NA;NA
"040410801000";"Powiat aleksandrowski";"04";683.3;12312;NA;NA;NA;73.4;60.6;19.7;55271;NA;NA;NA
"040410801000";"Powiat aleksandrowski";"05";779;10750;NA;NA;45.77;72.3;59.1;17.3;55180;NA;NA;NA
"040410801000";"Powiat aleksandrowski";"06";803.1;9530;NA;NA;45.69;73.2;58.4;15.7;55319;NA;NA;NA
"040410801000";"Powiat aleksandrowski";"07";825.5;8583;NA;NA;45.44;71.5;57.9;12.1;55367;NA;NA;NA
"040410801000";"Powiat aleksandrowski";"08";808.6;6570;NA;NA;45.43;71.7;57.5;10.6;55373;NA;NA;NA
"040410801000";"Powiat aleksandrowski";"09";802.6;5757;NA;NA;45.4;71.3;57.5;10.4;55336;NA;NA;NA
"040410801000";"Powiat aleksandrowski";"10";809.2;5966;NA;NA;45.47;73.6;57.4;11.9;56341;NA;NA;NA
"040410801000";"Powiat aleksandrowski";"11";796.3;5949;NA;NA;45.3;72.4;58;12.4;56199;NA;NA;NA
"040410801000";"Powiat aleksandrowski";"12";807.1;5936;NA;NA;45.19;73.5;58.3;13.9;56034;NA;NA;NA
"040410801000";"Powiat aleksandrowski";"13";744.4;6168;NA;1408;45.21;75.1;58.7;14.3;55919;142;638;24
"040410801000";"Powiat aleksandrowski";"14";747.3;6123;NA;1380;45.2;74.7;59.3;13.1;55711;191;650;29
"040410801000";"Powiat aleksandrowski";"15";705.1;6047;NA;1042;45;74.7;60.3;10.9;55573;145;543;16
"040410801000";"Powiat aleksandrowski";"16";771.7;5500;NA;1027;44.83;73.9;61.5;9.8;55347;130;472;20
"040410801000";"Powiat aleksandrowski";"17";796.5;5023;NA;1022;44.76;75.1;62.6;8.3;55337;89;326;28
"040410801000";"Powiat aleksandrowski";"18";809.3;4495;NA;1219;44.69;75.3;64;7.6;55274;170;454;31
"040410801000";"Powiat aleksandrowski";"19";768.4;3892;NA;1424;44.61;75.6;65.4;7.3;55066;176;462;30
"040410801000";"Powiat aleksandrowski";"20";794.6;3273;0;1510;44.15;74.9;0;9.2;54334;364;566;22
"040410801000";"Powiat aleksandrowski";"21";843.2;3126;NA;1309;43.96;77.5;0;7.2;54003;194;423;15
"040410801000";"Powiat aleksandrowski";"22";810.6;3081;0;1135;43.83;78.4;0;6.5;53736;161;402;13
"040410808000";"Powiat lipnowski";"02";477.2;NA;NA;NA;NA;72.4;70.5;NA;66526;NA;NA;NA
"040410808000";"Powiat lipnowski";"03";432.5;NA;NA;NA;NA;73.9;68;20.3;66344;NA;NA;NA
"040410808000";"Powiat lipnowski";"04";426.2;18978;NA;NA;NA;70.9;65.8;20.2;66160;NA;NA;NA
"040410808000";"Powiat lipnowski";"05";682.7;17410;NA;NA;31.04;76.6;63.9;18.9;66273;NA;NA;NA
"040410808000";"Powiat lipnowski";"06";717.6;14009;NA;NA;31.16;74.7;62.7;17.5;66072;NA;NA;NA
"040410808000";"Powiat lipnowski";"07";756.2;11218;NA;NA;31.19;72.4;61.6;13.8;66063;NA;NA;NA
"040410808000";"Powiat lipnowski";"08";749.5;9304;NA;NA;31.14;74;60.6;13.2;66124;NA;NA;NA
"040410808000";"Powiat lipnowski";"09";751.8;8329;NA;NA;31.1;73.5;59.6;16;66162;NA;NA;NA
"040410808000";"Powiat lipnowski";"10";749;8041;NA;NA;31.22;74;58.5;17;67619;NA;NA;NA
"040410808000";"Powiat lipnowski";"11";739.3;7882;NA;NA;31.15;73.6;58.5;16.8;67537;NA;NA;NA
"040410808000";"Powiat lipnowski";"12";748.6;7723;NA;NA;31.21;75.3;57.8;16.7;67474;NA;NA;NA
"040410808000";"Powiat lipnowski";"13";685.4;7551;NA;1452;31.11;74.4;57.6;17.1;67231;83;607;48
"040410808000";"Powiat lipnowski";"14";687.7;7416;NA;1223;30.8;72.4;57.5;14.7;67041;127;568;36
"040410808000";"Powiat lipnowski";"15";720.9;6773;NA;954;30.77;68.9;57.6;12.2;66823;67;409;28
"040410808000";"Powiat lipnowski";"16";765.7;6395;NA;1082;30.66;71.2;58;12.8;66575;143;464;38
"040410808000";"Powiat lipnowski";"17";779.1;5983;NA;943;30.61;71.1;59.1;10;66517;107;343;34
"040410808000";"Powiat lipnowski";"18";776.8;5152;NA;1207;30.61;72.2;59.9;9.5;66062;80;428;29
"040410808000";"Powiat lipnowski";"19";735.7;4413;NA;1002;30.54;72.6;60.6;8.6;65750;70;347;39
"040410808000";"Powiat lipnowski";"20";814.5;4213;3;1067;30.23;74.4;0;9.4;63889;148;468;30
"040410808000";"Powiat lipnowski";"21";817.3;3580;NA;1391;30.09;74.3;0;7.5;63414;461;702;34
"040410808000";"Powiat lipnowski";"22";779.9;3676;1;961;29.99;73.2;0;6.7;63051;124;394;19
"040410811000";"Powiat radziejowski";"02";536.1;NA;NA;NA;NA;75.1;70.3;NA;42834;NA;NA;NA
"040410811000";"Powiat radziejowski";"03";556.8;NA;NA;NA;NA;76.7;67.6;18.9;42626;NA;NA;NA
"040410811000";"Powiat radziejowski";"04";579.1;7114;NA;NA;NA;75.5;65.4;17.7;42365;NA;NA;NA
"040410811000";"Powiat radziejowski";"05";807.8;8208;NA;NA;24.22;75.9;63.3;16.1;42394;NA;NA;NA
"040410811000";"Powiat radziejowski";"06";849.9;7739;NA;NA;24.33;75.6;62;15.5;42169;NA;NA;NA
"040410811000";"Powiat radziejowski";"07";896.9;6841;NA;NA;24.43;74.9;61.1;13.1;41972;NA;NA;NA
"040410811000";"Powiat radziejowski";"08";819.8;5687;NA;NA;24.47;74.3;59.9;13.3;41937;NA;NA;NA
"040410811000";"Powiat radziejowski";"09";839.7;5204;NA;NA;24.3;73;59;14;41793;NA;NA;NA
"040410811000";"Powiat radziejowski";"10";832.4;4728;NA;NA;24.67;75.1;57.2;13.5;42483;NA;NA;NA
"040410811000";"Powiat radziejowski";"11";826.3;4244;NA;NA;24.65;74.1;56.8;14.1;42239;NA;NA;NA
"040410811000";"Powiat radziejowski";"12";856.7;4207;NA;NA;24.68;73.1;56.2;14.4;41905;NA;NA;NA
"040410811000";"Powiat radziejowski";"13";782.9;4000;NA;709;24.65;73.7;56.4;16.2;41646;61;268;12
"040410811000";"Powiat radziejowski";"14";788.4;4035;NA;520;24.6;73.2;57;14;41510;77;221;9
"040410811000";"Powiat radziejowski";"15";814.4;3625;NA;480;24.51;74.6;57.3;13.1;41373;77;170;6
"040410811000";"Powiat radziejowski";"16";826;3105;NA;424;24.6;74.4;58.5;12.6;41169;76;141;13
"040410811000";"Powiat radziejowski";"17";820.7;2644;NA;475;24.76;74.6;59.3;11.2;40898;101;130;5
"040410811000";"Powiat radziejowski";"18";830.4;2339;NA;389;24.73;74.4;60.8;10.4;40714;88;113;3
"040410811000";"Powiat radziejowski";"19";803.4;2014;NA;419;24.66;75.4;62.5;10.5;40321;69;110;1
"040410811000";"Powiat radziejowski";"20";902.6;1729;0;461;24.54;78.2;0;11;39082;136;176;6
"040410811000";"Powiat radziejowski";"21";887.6;1629;NA;388;24.52;80;0;10.2;38633;85;108;3
"040410811000";"Powiat radziejowski";"22";857.6;1625;0;432;24.53;78.3;0;9.6;38173;85;160;4
"040410818000";"Powiat włocławski";"02";453.6;NA;NA;NA;NA;73.9;68.5;NA;85522;NA;NA;NA
"040410818000";"Powiat włocławski";"03";482.8;NA;NA;NA;NA;69.8;66.2;19.4;85620;NA;NA;NA
"040410818000";"Powiat włocławski";"04";501.5;13862;NA;NA;NA;67.6;64.2;18.8;85613;NA;NA;NA
"040410818000";"Powiat włocławski";"05";710.8;12071;NA;NA;20.21;68.5;62.5;17.6;85471;NA;NA;NA
"040410818000";"Powiat włocławski";"06";746.3;11093;NA;NA;20.17;72;61.5;15.5;85308;NA;NA;NA
"040410818000";"Powiat włocławski";"07";785.4;9611;NA;NA;20.13;70.2;60.2;13.3;85303;NA;NA;NA
"040410818000";"Powiat włocławski";"08";768.2;7111;NA;NA;20.21;70.7;58.9;12.1;85475;NA;NA;NA
"040410818000";"Powiat włocławski";"09";776.2;5826;NA;NA;20.14;71.8;57.6;14.3;85368;NA;NA;NA
"040410818000";"Powiat włocławski";"10";771.4;5997;NA;NA;20.22;72.8;56.7;15.2;87274;NA;NA;NA
"040410818000";"Powiat włocławski";"11";780.1;6094;NA;NA;20.19;72.9;56.5;15.9;87345;NA;NA;NA
"040410818000";"Powiat włocławski";"12";780.1;6331;NA;NA;20.14;73.2;56.6;17;87198;NA;NA;NA
"040410818000";"Powiat włocławski";"13";848.8;6433;NA;1395;20.11;74.4;56.5;16.5;86920;98;747;41
"040410818000";"Powiat włocławski";"14";850.6;6333;NA;1437;20.06;76.4;56.6;15.5;86809;56;731;52
"040410818000";"Powiat włocławski";"15";805.4;5536;NA;1201;19.99;75.6;56.9;14.1;86758;82;621;22
"040410818000";"Powiat włocławski";"16";806.3;5025;NA;1103;19.93;76.2;57.4;13.5;86605;97;540;22
"040410818000";"Powiat włocławski";"17";779;4400;NA;1050;19.87;77.4;58.5;11.2;86604;64;472;32
"040410818000";"Powiat włocławski";"18";771.3;3576;NA;1043;19.82;78;59.4;9.6;86352;80;421;42
"040410818000";"Powiat włocławski";"19";799;3058;NA;1031;19.71;79.3;60.6;8.7;86037;86;381;35
"040410818000";"Powiat włocławski";"20";863;2803;1;1022;19.21;79.4;0;10;83581;85;443;17
"040410818000";"Powiat włocławski";"21";839;2434;NA;1133;19.63;80.1;0;8.7;83046;151;502;16
"040410818000";"Powiat włocławski";"22";782.7;2363;1;952;19.53;78.9;0;8.1;82599;130;448;16
"040410864000";"Powiat m. Włocławek";"02";566.9;NA;NA;NA;NA;90.6;52.7;NA;121107;NA;NA;NA
"040410864000";"Powiat m. Włocławek";"03";580.8;NA;NA;NA;NA;90.3;51.6;16.5;120728;NA;NA;NA
"040410864000";"Powiat m. Włocławek";"04";582.7;64750;NA;NA;NA;92.4;50.5;15.3;120369;NA;NA;NA
"040410864000";"Powiat m. Włocławek";"05";595;61560;NA;NA;100;90.9;50;14.6;119939;NA;NA;NA
"040410864000";"Powiat m. Włocławek";"06";609.6;41486;NA;NA;100;90.4;50.4;12.5;119256;NA;NA;NA
"040410864000";"Powiat m. Włocławek";"07";621.7;42265;NA;NA;100;88.3;50.7;10.4;118432;NA;NA;NA
"040410864000";"Powiat m. Włocławek";"08";620.7;32174;NA;NA;100;86.9;51.3;9.5;118042;NA;NA;NA
"040410864000";"Powiat m. Włocławek";"09";621.2;26838;NA;NA;100;88.4;52.3;11.9;117402;NA;NA;NA
"040410864000";"Powiat m. Włocławek";"10";629;25477;NA;NA;100;87.9;52.8;13.3;117034;NA;NA;NA
"040410864000";"Powiat m. Włocławek";"11";618.6;24302;NA;NA;100;86.4;54.5;13.8;116345;NA;NA;NA
"040410864000";"Powiat m. Włocławek";"12";610.4;24396;NA;NA;100;86.5;56.1;14.8;115546;NA;NA;NA
"040410864000";"Powiat m. Włocławek";"13";570.4;24191;NA;4365;100;88.2;58.3;14;114885;474;2702;125
"040410864000";"Powiat m. Włocławek";"14";587.1;24290;NA;3634;100;88.2;60.3;13.1;113939;487;2152;104
"040410864000";"Powiat m. Włocławek";"15";591.6;22613;NA;3485;100;87.5;62.3;11.8;113041;420;2218;59
"040410864000";"Powiat m. Włocławek";"16";604.8;19848;NA;3403;100;87.9;64.3;11.4;112483;559;2043;84
"040410864000";"Powiat m. Włocławek";"17";616.2;17358;NA;3615;100;87;66.6;9.2;111752;955;1920;62
"040410864000";"Powiat m. Włocławek";"18";634.7;15036;NA;2677;100;86.2;69.2;7.6;110802;305;1419;54
"040410864000";"Powiat m. Włocławek";"19";624;13270;NA;2875;100;87;71.3;6.5;109883;413;1457;39
"040410864000";"Powiat m. Włocławek";"20";825.9;11994;1;3267;100;88.5;0;8;105180;624;1888;35
"040410864000";"Powiat m. Włocławek";"21";620.6;11727;NA;3214;100;88.2;0;6.4;103535;552;1689;47
"040410864000";"Powiat m. Włocławek";"22";610.3;12474;2;5320;100;87.9;0;6.1;102102;2690;3864;43
"040416707000";"Powiat inowrocławski";"02";465.2;NA;NA;NA;NA;83.9;58.8;NA;166388;NA;NA;NA
"040416707000";"Powiat inowrocławski";"03";468.1;NA;NA;NA;NA;82.7;56.8;19.8;166362;NA;NA;NA
"040416707000";"Powiat inowrocławski";"04";476.8;72274;NA;NA;NA;82.5;55.2;19.3;166168;NA;NA;NA
"040416707000";"Powiat inowrocławski";"05";614.4;72362;NA;NA;65.74;81.4;53.8;18.6;165527;NA;NA;NA
"040416707000";"Powiat inowrocławski";"06";625.5;66631;NA;NA;65.69;80.7;53.5;17.1;164943;NA;NA;NA
"040416707000";"Powiat inowrocławski";"07";626;56862;NA;NA;65.6;78.5;53;13.9;164571;NA;NA;NA
"040416707000";"Powiat inowrocławski";"08";650;46233;NA;NA;65.54;80.4;52.7;11.7;164213;NA;NA;NA
"040416707000";"Powiat inowrocławski";"09";657.3;40654;NA;NA;65.5;81.1;52.7;13.1;164112;NA;NA;NA
"040416707000";"Powiat inowrocławski";"10";671.5;40225;NA;NA;65.32;81.1;52.4;12.8;165413;NA;NA;NA
"040416707000";"Powiat inowrocławski";"11";667;39812;NA;NA;65.26;79.7;53;13.1;164965;NA;NA;NA
"040416707000";"Powiat inowrocławski";"12";664.2;40453;NA;NA;65.11;80;53.6;14.3;164401;NA;NA;NA
"040416707000";"Powiat inowrocławski";"13";659.7;42304;NA;3867;64.92;79.8;54.6;14.4;163682;588;2208;99
"040416707000";"Powiat inowrocławski";"14";661.3;40683;NA;3322;64.74;79.8;55.5;11.8;163167;627;2158;70
"040416707000";"Powiat inowrocławski";"15";665.9;36833;NA;3047;64.75;78.5;56.7;10.6;162545;649;1844;63
"040416707000";"Powiat inowrocławski";"16";670.9;33280;NA;2611;64.68;79.9;58.1;10.2;162011;670;1552;72
"040416707000";"Powiat inowrocławski";"17";692.8;30267;NA;3111;64.54;80.1;59.8;8.7;161591;1364;1473;60
"040416707000";"Powiat inowrocławski";"18";719.6;26377;NA;9775;64.46;79.4;61.5;7.6;160647;8042;1315;42
"040416707000";"Powiat inowrocławski";"19";728.1;23988;NA;2303;64.36;79.9;63.4;6.7;159814;501;1192;63
"040416707000";"Powiat inowrocławski";"20";770.6;21015;13;2479;64.14;83.2;0;8.2;154683;569;1377;38
"040416707000";"Powiat inowrocławski";"21";755.5;17445;NA;3137;64.37;83.1;0;7.6;153029;718;1774;41
"040416707000";"Powiat inowrocławski";"22";733;20868;13;2869;64.11;84.3;0;6.5;151925;783;1641;26
"040416709000";"Powiat mogileński";"02";462.9;NA;NA;NA;NA;74.9;63.5;NA;47220;NA;NA;NA
"040416709000";"Powiat mogileński";"03";465.1;NA;NA;NA;NA;74.6;61.3;20.3;47137;NA;NA;NA
"040416709000";"Powiat mogileński";"04";469.3;15064;NA;NA;NA;74.7;59.6;18.7;46992;NA;NA;NA
"040416709000";"Powiat mogileński";"05";739.4;14679;NA;NA;39.3;74.3;58.1;17.2;47011;NA;NA;NA
"040416709000";"Powiat mogileński";"06";738.8;13253;NA;NA;39.22;75;57;14.5;46848;NA;NA;NA
"040416709000";"Powiat mogileński";"07";745.4;11253;NA;NA;39.13;75.6;56.3;12.2;46833;NA;NA;NA
"040416709000";"Powiat mogileński";"08";739.8;9100;NA;NA;39.12;75.6;55.5;11.4;46876;NA;NA;NA
"040416709000";"Powiat mogileński";"09";748.7;8614;NA;NA;38.89;76.9;55.1;12.6;46877;NA;NA;NA
"040416709000";"Powiat mogileński";"10";766.1;8611;NA;NA;39.22;76;55.5;12.5;47097;NA;NA;NA
"040416709000";"Powiat mogileński";"11";749.1;8408;NA;NA;39.13;76.8;55.4;11.6;46929;NA;NA;NA
"040416709000";"Powiat mogileński";"12";757;7510;NA;NA;39.11;76.4;55.9;12.3;46855;NA;NA;NA
"040416709000";"Powiat mogileński";"13";753.9;7489;NA;2090;39.02;76.1;56.4;13.5;46590;1434;281;32
"040416709000";"Powiat mogileński";"14";755.3;7322;NA;658;38.76;78.8;57.1;11;46408;122;318;21
"040416709000";"Powiat mogileński";"15";758.2;6760;NA;543;38.72;79.9;57.6;9.3;46254;80;216;16
"040416709000";"Powiat mogileński";"16";766.5;5954;NA;549;38.7;79.2;58.3;8.2;46197;71;229;16
"040416709000";"Powiat mogileński";"17";788.8;5190;NA;646;38.43;81.2;59.8;6.8;46046;177;204;27
"040416709000";"Powiat mogileński";"18";812.1;4895;NA;636;38.29;79.7;61.2;6.5;45821;141;253;10
"040416709000";"Powiat mogileński";"19";826.8;4494;NA;618;38.14;79.3;63;5.9;45619;71;208;17
"040416709000";"Powiat mogileński";"20";842.6;4291;2;738;38.02;77.2;0;6.9;44452;232;220;3
